GPS纬度,GPS经度,谷歌地图纬度,谷歌地图经度,百度纬度,百度经度,地址,邮编,关键词
42.9169004149,90.193807578,42.9184680775,90.1959318875,42.924248,90.202522,新疆维吾尔自治区吐鲁番地区鄯善县,-,鄯善北站
23.1566176596,112.9665209365,23.1538507227,112.9716707778,23.159538,112.978259,广东省佛山市南海区桃园西路,-,狮山北站
23.1869064936,112.9134545108,23.1840662104,112.9184970637,23.190401,112.924959,广东省佛山市三水区云庭大道东辅路,-,三水北站
0,0,0,0,0,0,-,-,狮山站
23.1169519268,112.8662790092,23.1141150928,112.871332291,23.119865,112.877869,广东省佛山市三水区洲边商业街,-,三水南站
27.8909388801,112.5424022438,27.8875298128,112.5477881195,27.893762,112.554231,湖南省湘潭市韶山市路建大道,-,韶山南站
0,0,0,0,0,0,-,-,三穗站
0,0,0,0,0,0,-,-,石梯站
22.8129849694,115.4242984575,22.8103692861,115.4292390865,22.816704,115.435692,广东省汕尾市城区S241,-,汕尾站
29.9239413966,118.4051528161,29.9216401171,118.4104367679,29.927743,118.416928,安徽省黄山市歙县,-,歙县北站
30.1022568996,120.5344199241,30.0996999156,120.5386041702,30.105338,120.545177,浙江省绍兴市绍兴县钱陶公路辅路,-,绍兴北站
0,0,0,0,0,0,-,-,绍兴东站
33.5391655413,117.8449260396,33.5375603498,117.8504245681,33.543793,117.856851,安徽省宿州市泗县,-,泗县站
0,0,0,0,0,0,-,-,始兴站
33.7562265764,118.7087128295,33.7547949588,118.7140504254,33.760712,118.720616,江苏省宿迁市泗阳县Y039(洪北路),-,泗阳站
27.577323602,111.4989865101,27.5740522276,111.5045011318,27.580108,111.510953,湖南省邵阳市新邵县,-,邵阳北站
45.1068448704,124.9950106924,45.1088820196,125.0014694517,45.114832,125.008013,吉林省松原市宁江区,-,松原北站
0,0,0,0,0,0,-,-,山阴站
41.6663777885,123.4011932416,41.6688024435,123.4073140426,41.674545,123.413937,辽宁省沈阳市东陵区高铁一街,-,沈阳南站
22.6119607906,114.0239318492,22.609182822,114.0289904954,22.615107,114.035529,广东省深圳市宝安区新区大道,-,深圳北站
0,0,0,0,0,0,-,-,神州站
22.7102115899,114.3222274689,22.7074502887,114.3270929961,22.713374,114.333648,广东省深圳市龙岗区丹梓西路,-,深圳坪山站
38.9155847007,106.4173032927,38.9163903232,106.4220347094,38.92262,106.428467,宁夏回族自治区石嘴山市大武口区,-,石嘴山站
29.9677294,108.0929845104,29.9652896289,108.0975764521,29.971361,108.104036,重庆市石柱土家族自治县S105,-,石柱县站
0,0,0,0,0,0,-,-,桃村北站
23.6855046654,107.1373863465,23.683009156,107.1415008551,23.689224,107.147959,广西壮族自治区百色市田东县,-,田东北站
30.2148837633,114.3321913852,30.2124362474,114.3376309051,30.21854,114.344104,湖北省武汉市江夏区Y083,-,土地堂东站
37.4476658827,112.503084316,37.4483005152,112.5094840667,37.454064,112.516037,山西省晋中市太谷县,-,太谷西站
0,0,0,0,0,0,-,-,吐哈站
0,0,0,0,0,0,-,-,通海站
0,0,0,0,0,0,-,-,天河机场站
23.1193851607,113.3952387771,23.11688875,113.4007587633,23.123217,113.407186,广东省广州市天河区东圃大马路16,-,天河街站
41.6769077935,125.8154011221,41.6791437428,125.8212483378,41.684789,125.827872,吉林省通化市通化县G201(团结路),-,通化县站
0,0,0,0,0,0,-,-,同江站
31.0147363982,118.0160272357,31.0126032554,118.021407747,31.01828,118.028024,安徽省铜陵市铜陵县S32(宣铜高速),-,铜陵北站
0,0,0,0,0,0,-,-,吐鲁番北站
26.9300458555,117.1481047954,26.9268366159,117.1532814588,26.932739,117.159816,福建省三明市泰宁县S205,-,泰宁站
27.2823491705,108.9714122633,27.278907095,108.9756501535,27.285157,108.982119,贵州省铜仁市玉屏侗族自治县,-,铜仁南站
0,0,0,0,0,0,-,-,田心东站
30.4472394316,114.379182863,30.4449086491,114.3847082136,30.450989,114.391181,湖北省武汉市江夏区民族大道331,-,汤逊湖站
23.3370826836,110.9825718621,23.3343884363,110.9873301009,23.340634,110.99381,广西壮族自治区梧州市藤县X187,-,藤县站
37.7912820369,112.6042856484,37.7917695543,112.6105191022,37.797443,112.617131,山西省太原市小店区北营北路,-,太原南站
0,0,0,0,0,0,-,-,通远堡西站
37.2400792841,122.2529180665,37.2408309155,122.2576923985,37.246936,122.264189,山东省威海市文登市,-,文登东站
0,0,0,0,0,0,-,-,五府山站
0,0,0,0,0,0,-,-,威虎岭北站
37.4952556628,122.0432831543,37.4962048449,122.0482720631,37.502582,122.054693,山东省威海市环翠区S301(环山路),-,威海北站
0,0,0,0,0,0,-,-,五龙背东站
0,0,0,0,0,0,-,-,乌龙泉南站
43.8397675702,87.526904631,43.8410637483,87.5298926118,43.846822,87.536521,新疆维吾尔自治区乌鲁木齐市沙依巴克区高铁北六路,-,乌鲁木齐站
41.2763038747,125.3214618579,41.2784810904,125.3275665656,41.284222,125.334168,辽宁省本溪市桓仁满族自治县G201(鹤大线),-,五女山站
30.3718304064,106.1013654917,30.369386881,106.1053619831,30.375485,106.11185,四川省广安市武胜县S304,-,武胜站
31.3062423164,117.9631624469,31.3040836102,117.9684034833,31.310436,117.974821,安徽省芜湖市无为县S319,-,无为站
0,0,0,0,0,0,-,-,瓦屋山站
0,0,0,0,0,0,-,-,闻喜西站
28.9854846044,119.8441758455,28.9824580398,119.8487356008,28.988533,119.855207,浙江省金华市武义县S220,-,武义北站
27.7806730412,118.0392150694,27.7775405469,118.0443702751,27.783469,118.050917,福建省南平市武夷山市X825,-,武夷山北站
27.4763086591,118.0876052175,27.4732722724,118.0928033386,27.479524,118.099255,福建省南平市建阳市,-,武夷山东站
0,0,0,0,0,0,-,-,婺源站
0,0,0,0,0,0,-,-,渭源站
30.8649377421,108.3628516988,30.8626769253,108.3674060897,30.869004,108.373843,重庆市万州区仙鹤路,-,万州北站
35.0892823027,113.445097497,35.0887818442,113.4516259937,35.094439,113.458232,河南省焦作市武陟县,-,武陟站
23.3958725605,111.2176554533,23.3932829216,111.2227194639,23.399516,111.22917,广西壮族自治区梧州市苍梧县S304,-,梧州南站
25.6773144473,110.6617004006,25.6742202852,110.6662977069,25.680321,110.672789,广西壮族自治区桂林市兴安县兴安北站连接线,-,兴安北站
34.0496992369,113.8823439283,34.0481213592,113.8881643219,34.054435,113.894542,河南省许昌市许昌县天宝东路,-,许昌东站
33.4163237596,114.8840779279,33.4145551521,114.8893833373,33.420218,114.89599,河南省周口市项城市,-,项城站
30.8019458793,104.1909071034,30.7995177802,104.1933479136,30.805461,104.199835,四川省成都市新都区绕城大道东一段,-,新都东站
0,0,0,0,0,0,-,-,西丰站
0,0,0,0,0,0,-,-,先锋站
28.1171482267,113.0291976328,28.1138789073,113.0349214668,28.120231,113.041382,湖南省长沙市雨花区湘府东路,-,湘府路站
35.8384071397,111.3311194429,35.8383636473,111.3373797187,35.844481,111.343854,山西省临汾市襄汾县G5(京昆高速),-,襄汾西站
31.5888103123,114.2164273405,31.5868042758,114.2219795132,31.593052,114.228428,湖北省孝感市大悟县悟宣线,-,孝感北站
30.9358685523,113.942398266,30.9334253399,113.9478914301,30.9391,113.954474,湖北省孝感市孝南区天仙北路,-,孝感东站
0,0,0,0,0,0,-,-,西湖东站
27.6592160227,111.1551081152,27.6560468188,111.1605369062,27.661796,111.167098,湖南省娄底市新化县S312,-,新化南站
0,0,0,0,0,0,-,-,新晃西站
30.4672219846,103.8713846632,30.4644200645,103.8734767862,30.470158,103.880036,四川省成都市新津县大件路南段辅路,-,新津站
23.1540867802,114.4112576141,23.1516157751,114.416235794,23.157286,114.422804,广东省惠州市惠城区惠州大道57,-,小金口站
30.3512234145,103.8543721919,30.3484273069,103.8564911369,30.354131,103.863059,四川省成都市新津县兴化3路,-,新津南站
29.8685117214,114.3397573615,29.8660741505,114.3451807881,29.872333,114.351623,湖北省咸宁市咸安区十六潭路,-,咸宁东站
29.8396096007,114.3001576783,29.8371014975,114.3055220963,29.842777,114.312107,湖北省咸宁市咸安区十六潭路,-,咸宁南站
0,0,0,0,0,0,-,-,溆浦南站
27.968203239,112.936928337,27.9647208866,112.9423463992,27.970812,112.948852,湖南省湘潭市湘潭县银盖北路,-,湘潭北站
37.0912392149,114.5863149274,37.0915644287,114.5919904817,37.097907,114.598395,河北省邢台市邢台县站北路,-,邢台东站
44.5865442281,117.6129826286,44.5881680964,117.6198598125,44.594233,117.626352,内蒙古自治区锡林郭勒盟西乌珠穆沁旗柴达木路,-,西乌旗站
35.2114306668,113.4188365721,35.2111019436,113.4254240774,35.217163,113.431914,河南省焦作市修武县宁城大道,-,修武西站
34.2379899969,116.933796923,34.236530968,116.9391452479,34.242207,116.945784,安徽省宿州市萧县G311,-,萧县北站
35.3148941482,113.9726860544,35.3144169925,113.9786673805,35.320695,113.985132,河南省新乡市延津县站前一街,-,新乡东站
27.9155921633,114.8934808269,27.912122419,114.8983248964,27.917786,114.9049,江西省新余市渝水区和谐大道,-,新余北站
0,0,0,0,0,0,-,-,西阳村站
32.146311496,114.154494012,32.1443176123,114.1602661258,32.150052,114.166815,河南省信阳市平桥区新五大道,-,信阳东站
34.3326918157,108.6622433443,34.3311680796,108.6667870064,34.336862,108.673414,陕西省咸阳市秦都区西站路,-,咸阳秦都站
25.2535677198,118.8661699264,25.2506276897,118.8706706731,25.25637,118.877232,福建省莆田市仙游县G15(沈海高速),-,仙游站
34.5276450417,113.8415823621,34.5263501574,113.8475583237,34.532259,113.854048,河南省郑州市新郑市迎宾大道,-,新郑机场站
0,0,0,0,0,0,-,-,香樟路站
0,0,0,0,0,0,-,-,迎宾路站
0,0,0,0,0,0,-,-,永城北站
35.099587915,110.9780851841,35.0988417991,110.983755374,35.105101,110.99021,山西省运城市盐湖区学苑路,-,运城北站
29.3737682486,105.9456989003,29.3708326366,105.9492340518,29.377131,105.95564,重庆市永川区G85(渝昆高速),-,永川东站
27.7914836615,114.4320380008,27.7883846761,114.437327317,27.794138,114.443877,江西省宜春市袁州区宜浦路,-,宜春站
0,0,0,0,0,0,-,-,岳池站
0,0,0,0,0,0,-,-,云东海站
30.8215318356,104.3546282285,30.8191730939,104.3572085136,30.824921,104.363771,四川省成都市青白江区桂红路,-,姚渡站
23.0143783799,112.1337799843,23.0118060529,112.1391283091,23.017474,112.145673,广东省云浮市云城区X468,-,云浮东站
0,0,0,0,0,0,-,-,永福南站
26.1012546822,104.6661756106,26.0978535517,104.6685252257,26.103816,104.675046,贵州省六盘水市盘县S77(威板高速),-,雨格站
0,0,0,0,0,0,-,-,洋河站
35.0282186624,110.4191146524,35.0276299715,110.4246721895,35.033697,110.43113,山西省运城市永济市,-,永济北站
31.2524749121,118.3749189799,31.2505947896,118.38031022,31.256264,118.386917,安徽省芜湖市弋江区花津南路,-,弋江站
39.0033736768,117.6787488319,39.0042032902,117.6849500991,39.010155,117.691495,天津市滨海新区中央大道辅路,-,于家堡站
42.9007157368,129.4072250309,42.9033839224,129.4143972578,42.909008,129.421019,吉林省延边朝鲜族自治州龙井市延三公路,-,延吉西站
28.8536691351,120.0168011309,28.8507139464,120.0214038016,28.856828,120.027903,浙江省金华市永康市G25(长深高速),-,永康南站
0,0,0,0,0,0,-,-,运粮河站
26.5033747374,113.7783693582,26.4999568131,113.783782056,26.506034,113.790248,湖南省株洲市炎陵县炎陵东服务区,-,炎陵站
0,0,0,0,0,0,-,-,杨陵南站
47.6298733044,120.384862388,47.632212264,120.3915571817,47.638081,120.39811,内蒙古自治区呼伦贝尔市鄂温克族自治旗,-,伊敏站
23.2482242011,111.4646479954,23.2456809263,111.4699373115,23.251988,111.476342,广东省云浮市郁南县S368,-,郁南站
0,0,0,0,0,0,-,-,银瓶站
0,0,0,0,0,0,-,-,永寿站
24.9619963375,110.5656037079,24.9589566779,110.5700615393,24.964632,110.576629,广西壮族自治区桂林市阳朔县,-,阳朔站
0,0,0,0,0,0,-,-,云山站
28.6503033321,118.2881747459,28.6471585915,118.2932012056,28.653256,118.299676,江西省上饶市玉山县S202,-,玉山南站
0,0,0,0,0,0,-,-,银滩站
0,0,0,0,0,0,-,-,永泰站
28.3088881989,117.0339017917,28.305695535,117.0390784551,28.311455,117.045656,江西省鹰潭市贵溪市,-,鹰潭北站
37.431395958,121.3870029672,37.4323927599,121.3922547325,37.438149,121.398836,山东省烟台市莱山区G18(荣乌高速),-,烟台南站
0,0,0,0,0,0,-,-,尤溪站
31.313968927,119.8084298069,31.3119158544,119.8133060629,31.317561,119.81989,江苏省无锡市宜兴市G25(长深高速),-,宜兴站
23.8941582664,117.3566438128,23.8916667866,117.3616756369,23.898023,117.368139,福建省漳州市云霄县,-,云霄站
24.342057068,102.5111184224,24.3391002655,102.5124809846,24.345072,102.518968,云南省玉溪市红塔区海子营路,-,玉溪站
37.5688282033,117.6130739765,37.569423465,117.618996294,37.575513,117.625498,山东省滨州市阳信县,-,阳信站
0,0,0,0,0,0,-,-,应县站
0,0,0,0,0,0,-,-,攸县南站
30.1009470164,121.1638350213,30.0986264722,121.1682928527,30.104513,121.174801,浙江省宁波市余姚市站北路,-,余姚北站
23.7750263198,117.0937913695,23.7726159875,117.0987534562,23.778872,117.105233,福建省漳州市诏安县连站大道,-,诏安站
38.2519439238,114.7055820699,38.2525379217,114.7115526672,38.258884,114.717941,河北省石家庄市藁城市增村路,-,正定机场站
30.3561890818,114.3389842229,30.3537774588,114.3444505649,30.360035,114.3509,湖北省武汉市江夏区沙羡街,-,纸坊东站
39.727843692,122.9328880389,39.7290196445,122.9379574139,39.734678,122.944591,辽宁省大连市庄河市庄河服务区,-,庄河北站
0,0,0,0,0,0,-,-,昭化站
26.6980501627,105.8027556147,26.6945085111,105.8062210287,26.700392,105.812748,贵州省毕节市织金县S307,-,织金北站
0,0,0,0,0,0,-,-,芷江站
26.6574100004,105.7584805086,26.6539054601,105.7619727447,26.659697,105.76854,贵州省毕节市织金县S209,-,织金站
23.0085183595,114.3219738717,23.0058717762,114.3268608565,23.011787,114.333375,广东省惠州市惠城区G205(仲恺五路),-,仲恺站
0,0,0,0,0,0,-,-,曾口站
0,0,0,0,0,0,-,-,左岭站
22.9612115994,114.1010093348,22.9586578874,114.1061591761,22.964905,114.112633,广东省东莞市东莞市X239(谢常路),-,樟木头东站
33.0023985625,113.9742982687,33.0004507037,113.9800489248,33.00672,113.986507,河南省驻马店市驿城区香山路,-,驻马店西站
24.0988777977,117.5581275903,24.0960180206,117.5628804647,24.101916,117.569384,福建省漳州市漳浦县站前大道,-,漳浦站
23.2162216368,112.6583701749,23.2134510109,112.6634127278,23.219701,112.669883,广东省肇庆市鼎湖区,-,肇庆东站
0,0,0,0,0,0,-,-,庄桥站
27.9241203958,113.0224729901,27.9208500407,113.02814318,27.927111,113.034591,湖南省湘潭市岳塘区昭山大道,-,昭山站
24.5558807018,111.3267581729,24.5530751992,111.3320474891,24.559173,111.33853,广西壮族自治区贺州市钟山县,-,钟山西站
34.842553,104.500742,34.842553,104.500742,34.842553,104.500742,甘肃省定西市漳县X097,-,漳县站
30.1282966658,104.6802053225,30.1255453301,104.6827587855,30.131355,104.689329,四川省资阳市雁江区蜀乡大道,-,资阳北站
38.922486802,100.4265147787,38.9231671029,100.4282743078,38.929351,100.434718,甘肃省张掖市甘州区张肃公路,-,张掖西站
29.7998397946,104.8710677116,29.7970048249,104.8737230985,29.803295,104.880159,四川省内江市资中县永兴路,-,资中北站
39.45842536,116.0469614993,39.4596802832,116.053168131,39.465924,116.059597,河北省保定市涿州市涿豆路,-,涿州东站
34.8676047746,117.5430216232,34.8666761069,117.5487186351,34.872421,117.555278,山东省枣庄市市中区车站北路,-,枣庄东站
40.9233232313,112.6155579924,40.9246730289,112.6221884131,40.93037,112.628817,内蒙古自治区乌兰察布市卓资县工业路,-,卓资东站
34.7601862228,113.7729500149,34.7591857996,113.7791030024,34.765243,113.785563,河南省郑州市金水区中兴南路,-,郑州东站
27.7763207584,113.1500254746,27.7731787715,113.1558351393,27.779501,113.162253,湖南省株洲市芦淞区航空路8,-,株洲南
32.8036217359,114.0303982313,32.8016920156,114.0362669046,32.807606,114.042828,河南省驻马店市确山县解放路,-,确山站
22.2398857011,113.5197855266,22.2370157048,113.5249782833,22.243333,113.531424,广东省珠海市香洲区粤海西路17号,-,前山站
0,0,0,0,0,0,-,-,清水站
31.7248077902,120.0627240084,31.7230009712,120.0676485442,31.72867,120.074267,江苏省常州市戚墅堰区泡桐路,-,戚墅堰站
28.1401277709,120.2757873279,28.1368827139,120.2800842267,28.142646,120.286658,浙江省丽水市青田县江南大道139-6号,-,青田站
0,0,0,0,0,0,-,-,桥头站
37.9180449832,105.9280765802,37.918387807,105.9321374446,37.924458,105.93861,宁夏回族自治区吴忠市青铜峡市长滩路,-,青铜峡站
0,0,0,0,0,0,-,-,前卫站
40.3995658194,117.4057740031,40.4010609896,117.4125117121,40.406714,117.419119,河北省承德市兴隆县S355(京建线),-,前苇塘站
30.8068635635,107.0081907685,30.8044262495,107.0124823029,30.810501,107.018962,四川省达州市渠县,-,渠县站
37.3458255316,112.324466165,37.3465121905,112.3309732041,37.352756,112.337437,山西省晋中市祁县新建南路,-,祁县站
38.5770253465,116.8323863431,38.5776376904,116.8382281943,38.583399,116.844816,河北省沧州市青县迎宾路,-,青县站
0,0,0,0,0,0,-,-,桥西站
37.5566993785,112.3072530036,37.5574138837,112.3137439494,37.563758,112.32014,山西省太原市清徐县闫交线,-,清徐站
0,0,0,0,0,0,-,-,旗下营站
34.6364756208,107.1109365413,34.6354384371,107.1157913396,34.641199,107.122346,陕西省宝鸡市千阳县陇千南线,-,千阳站
35.2005319629,112.9441213633,35.1998569,112.9502207066,35.205768,112.956794,河南省焦作市沁阳市S238,-,沁阳站
0,0,0,0,0,0,-,-,泉阳站
26.7037942003,111.8189419933,26.7002816125,111.8243493267,26.706514,111.830777,湖南省永州市祁阳县西正街,-,祁阳北站
0,0,0,0,0,0,-,-,七营站
0,0,0,0,0,0,-,-,庆阳山站
23.6965120563,113.129000534,23.6940756831,113.1345258846,23.700171,113.141009,广东省清远市清城区站前横路,-,清远站
42.1022352429,124.9306149601,42.1043367899,124.9363763451,42.110603,124.942791,辽宁省抚顺市清原满族自治县柴河路50-8号,-,清原站
21.9825294422,108.6646234432,21.9796493787,108.6683839002,21.985341,108.674983,广西壮族自治区钦州市钦南区永福东大街,-,钦州东站
0,0,0,0,0,0,-,-,钦州站
36.7709151318,118.4980875494,36.771288982,118.5038274767,36.776944,118.510427,山东省潍坊市青州市海岱北路,-,青州市站
27.770137586,120.5771389969,27.7667627213,120.5810496576,27.773006,120.587514,浙江省温州市瑞安市支纬九路,-,瑞安站
0,0,0,0,0,0,-,-,荣昌站
29.6910441751,115.6660891366,29.6883878452,115.6711853337,29.69474,115.677628,江西省九江市瑞昌市桂林路,-,瑞昌站
32.3852442229,120.6019706054,32.3830200492,120.6062245889,32.389372,120.61263,江苏省南通市如皋市福寿东路,-,如皋站
22.7549179823,113.3074369001,22.752147797,113.3127959537,22.758059,113.319314,广东省佛山市顺德区碧桂路辅路,-,容桂站
38.693376929,116.138205205,38.6942604101,116.144326006,38.700521,116.150744,河北省沧州市任丘市渤海东路,-,任丘站
36.9965579405,121.5020216666,36.9971449528,121.5070159399,37.002794,121.513632,山东省威海市乳山市S207,-,乳山站
25.0740345708,109.2364028699,25.0711630787,109.240780235,25.076936,109.247331,广西壮族自治区柳州市融水苗族自治县大旗山路,-,融水站
0,0,0,0,0,0,-,-,热水站
22.8622853698,110.5269521753,22.8594086787,110.5313563625,22.865635,110.537795,广西壮族自治区玉林市容县站前大道,-,容县站
0,0,0,0,0,0,-,-,饶阳站
34.3073225958,112.5554673558,34.3058381947,112.5613735802,34.312142,112.567755,河南省洛阳市汝阳县汝安路,-,汝阳站
0,0,0,0,0,0,-,-,绕阳河站
34.1711720578,112.8215782415,34.1697119898,112.8276239406,34.175766,112.834078,河南省平顶山市汝州市丹阳西路,-,汝州站
0,0,0,0,0,0,-,-,石坝站
40.8366291587,118.0514852943,40.8383298587,118.0580459776,40.844482,118.064548,河北省承德市承德县X544(上滦线),-,上板城站
26.9204365275,108.1298648546,26.9171552545,108.1342261265,26.92339,108.140682,贵州省黔东南苗族侗族自治州施秉县X804,-,施秉站
0,0,0,0,0,0,-,-,上板城南站
0,0,0,0,0,0,-,-,世博园站
45.4248935914,126.2667147168,45.4270322464,126.2729320773,45.432919,126.279475,黑龙江省哈尔滨市双城市,-,双城北站
31.5112605021,117.1540740899,31.5093947241,117.1596262626,31.515127,117.16618,安徽省六安市舒城县X005,-,舒城站
0,0,0,0,0,0,-,-,商城站
0,0,0,0,0,0,-,-,莎车站
0,0,0,0,0,0,-,-,顺昌站
39.0821329568,112.1923929023,39.0830407505,112.1990930604,39.089345,112.205453,山西省忻州市神池县崞五线,-,神池站
0,0,0,0,0,0,-,-,沙城站
0,0,0,0,0,0,-,-,石城站
0,0,0,0,0,0,-,-,山城镇站
0,0,0,0,0,0,-,-,山丹站
22.8784549613,113.2711057,22.8756773311,113.2764164738,22.88201,113.282846,广东省佛山市顺德区碧桂路辅路,-,顺德站
37.5481115806,110.2577549478,37.5487326033,110.2632910272,37.554974,110.269699,陕西省榆林市绥德县G210(包南线),-,绥德站
0,0,0,0,0,0,-,-,水洞站
0,0,0,0,0,0,-,-,商都站
0,0,0,0,0,0,-,-,十渡站
42.4814772453,119.6341035161,42.4834514222,119.6402189527,42.489811,119.646616,内蒙古自治区赤峰市敖汉旗万白线,-,四道湾站
22.8255086341,113.3142279489,22.8227794248,113.3196084602,22.828548,113.326195,广东省佛山市顺德区S43(广珠西线高速),-,顺德学院站
28.2002360504,120.9875241118,28.1969408065,120.9916117983,28.20288,120.998151,浙江省温州市乐清市,-,绅坊站
0,0,0,0,0,0,-,-,双丰站
0,0,0,0,0,0,-,-,四方台站
0,0,0,0,0,0,-,-,水富站
0,0,0,0,0,0,-,-,三关口站
42.6743024891,115.9324634047,42.676215442,115.9387719603,42.682295,115.945255,内蒙古自治区锡林郭勒盟正蓝旗,-,桑根达来站
24.7533835448,113.5089100998,24.7504948496,113.5143120688,24.756814,113.520746,广东省韶关市武江区韶关大道辅路,-,韶关站
28.0898872958,114.8443704896,28.0864466854,114.8492842965,28.092685,114.855732,江西省宜春市上高县王泥坪路,-,上高镇站
25.1854973718,116.7332533577,25.1826867176,116.7379257658,25.188776,116.744409,福建省龙岩市上杭县G319(厦成线),-,上杭站
0,0,0,0,0,0,-,-,沙海站
0,0,0,0,0,0,-,-,松河站
0,0,0,0,0,0,-,-,沙河站
38.924909986,121.5870769871,38.9256862798,121.5920176161,38.931604,121.598572,辽宁省大连市沙河口区中长街3-2号,-,沙河口站
0,0,0,0,0,0,-,-,赛汗塔拉站
0,0,0,0,0,0,-,-,沙河市站
0,0,0,0,0,0,-,-,沙后所站
44.6949922037,127.2043704477,44.6970820647,127.2106843677,44.703332,127.217095,黑龙江省哈尔滨市五常市G1211(吉黑公路),-,山河屯站
39.9712090336,117.0858877759,39.9726273786,117.0924109083,39.978758,117.098896,河北省廊坊市三河市同飞路,-,三河县站
0,0,0,0,0,0,-,-,四合永站
31.0170993643,107.16991205,31.0148742746,107.1744396188,31.021094,107.180864,四川省达州市渠县,-,三汇镇站
0,0,0,0,0,0,-,-,双河镇站
44.2685032881,86.0604163717,44.2697247885,86.0632219623,44.275824,86.069676,新疆维吾尔自治区石河子市石河子市石西线,-,石河子站
0,0,0,0,0,0,-,-,三合庄站
39.9487847255,116.1141880362,39.9501788116,116.1205019562,39.956111,116.127016,北京市石景山区新建路,-,三家店站
32.486075007,117.163490536,32.4841021694,117.1691178105,32.489746,117.175694,安徽省合肥市长丰县吴山路,-,水家湖站
0,0,0,0,0,0,-,-,沈家河站
42.186210911,127.4751039582,42.1886158873,127.4811872082,42.194325,127.487756,吉林省白山市抚松县松江河大街,-,松江河站
0,0,0,0,0,0,-,-,尚家站
0,0,0,0,0,0,-,-,孙家站
0,0,0,0,0,0,-,-,沈家站
0,0,0,0,0,0,-,-,双吉站
31.0019900506,121.223551646,30.9998750753,121.2279719265,31.005979,121.234464,上海市松江区人民南路170号,-,松江站
0,0,0,0,0,0,-,-,三江口站
0,0,0,0,0,0,-,-,司家岭站
30.9852386555,121.2257416615,30.9831002426,121.2301512131,30.989021,121.236699,上海市松江区盐仓路,-,松江南站
39.8735694812,116.208411105,39.8748210973,116.214494355,39.880483,116.221127,北京市丰台区S50(西五环路),-,石景山南站
0,0,0,0,0,0,-,-,邵家堂站
25.8376668693,109.5686649286,25.8344272,109.5730315648,25.840669,109.579494,广西壮族自治区柳州市三江侗族自治县X632,-,三江县站
0,0,0,0,0,0,-,-,三家寨站
42.1022096611,122.2610084372,42.1044226518,122.2663460331,42.110691,122.272752,辽宁省阜新市阜新蒙古族自治县S211,-,十家子站
31.0021310506,121.222670646,31.0000160753,121.2270909265,31.00612,121.233583,上海市松江区人民南路15弄,-,松江镇站
24.9584906627,102.994985283,24.9555093652,102.9965838796,24.961486,103.003095,云南省昆明市宜良县G324(福昆线),-,施家嘴站
0,0,0,0,0,0,-,-,深井子站
36.690302121,113.9371054352,36.690358042,113.9431618632,36.696041,113.949763,河北省邯郸市武安市S314,-,什里店站
0,0,0,0,0,0,-,-,疏勒站
0,0,0,0,0,0,-,-,疏勒河站
0,0,0,0,0,0,-,-,舍力虎站
0,0,0,0,0,0,-,-,石磷站
0,0,0,0,0,0,-,-,双辽站
0,0,0,0,0,0,-,-,绥棱站
0,0,0,0,0,0,-,-,石岭站
0,0,0,0,0,0,-,-,石林站
0,0,0,0,0,0,-,-,石林南站
0,0,0,0,0,0,-,-,石龙站
40.5633223788,110.52560941,40.5644757311,110.5314888123,40.570689,110.537893,内蒙古自治区包头市土默特右旗站前街,-,萨拉齐站
0,0,0,0,0,0,-,-,索伦站
0,0,0,0,0,0,-,-,商洛站
0,0,0,0,0,0,-,-,沙岭子站
29.6031110053,111.4288185875,29.6006624429,111.4346443455,29.606425,111.441186,湖南省常德市石门县S304(永兴大道),-,石门县北站
34.7495454138,111.1542597261,34.7486286159,111.1603161541,34.754363,111.166879,河南省三门峡市陕县G209,-,三门峡南站
29.0576476631,121.3588042101,29.0549654632,121.3632191261,29.060728,121.369814,浙江省台州市三门县石岭线,-,三门县站
29.5884489277,111.3676490647,29.5859765552,111.3734211785,29.592208,111.379869,湖南省常德市石门县站东路,-,石门县站
34.693475,111.087309,34.693475,111.087309,34.693475,111.087309,河南省三门峡市陕县G209(呼北线),-,三门峡西站
38.4145450251,115.844108856,38.4150746613,115.8499668005,38.420733,115.856585,河北省沧州市肃宁县S282(聚贤街),-,肃宁站
0,0,0,0,0,0,-,-,宋站
0,0,0,0,0,0,-,-,双牌站
43.1350404387,124.4324556686,43.1376360127,124.4386891224,43.143991,124.445065,吉林省四平市铁东区百菊路,-,四平东站
33.145927563,114.0294767609,33.144225338,114.0353776206,33.150142,114.041948,河南省驻马店市遂平县建设东路,-,遂平站
37.4665224399,105.0008281209,37.4670121264,105.0042667128,37.473336,105.010686,宁夏回族自治区中卫市沙坡头区S201,-,沙坡头站
0,0,0,0,0,0,-,-,沙桥站
34.4094686236,115.6990742911,34.408176302,115.7046532859,34.41426,115.711127,河南省商丘市梁园区商永路,-,商丘南站
0,0,0,0,0,0,-,-,水泉站
33.0309979683,108.2467764058,33.0290552694,108.2513361611,33.035291,108.257783,陕西省安康市石泉县七里村路,-,石泉县站
0,0,0,0,0,0,-,-,石桥子站
46.2974172535,126.8901381621,46.2992002236,126.8962321411,46.304818,126.90285,黑龙江省哈尔滨市呼兰区,-,石人城站
0,0,0,0,0,0,-,-,石人站
0,0,0,0,0,0,-,-,山市站
0,0,0,0,0,0,-,-,神树站
